id,title,price,currency,regular_price,discount_percent,brand,url,image,in_stock,source,country,scraped_at,processor,gpu,ram_gb,storage,screen_size,sku,description
67078,PC Portable ASUS ExpertBook P3 PM3406 AMD Ryzen AI 7 24Go 512Go SSD - Gris,,TND,,0.0,ASUS,https://www.mytek.tn/pc-portable-asus-expertbook-p3-pm3406-amd-ryzen-ai-7-24go-512go-ssd-gris.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-expertbook-p3-pm3406-amd-ryzen-ai-7-24go-512go-ssd-gris.jpg,True,mytek,Tunisia,2026-01-02T16:15:40.281789,,,24.0,24Go,,[PM3406CKA-LY0388-24G],"Écran 14'' WUXGA - Processeur: AMD Ryzen™ AI 7 350 (Up to 5 GHz Turbo max, 16 Mo Mémoire cache, Octa-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 24 Go DDR5 - Disque Dur: 512 Go SSD - Carte Graphique: AMD Radeo..."
64066,PC Portable Gamer ASUS V16 V3607VU Intel Core 5 210H 16G RTX 4050,,TND,,0.0,ASUS,https://www.mytek.tn/pc-portable-gamer-asus-v16-v3607vu-intel-core-5-210h-16g-rtx-4050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-asus-v16-v3607vu-intel-core-5-210h-16g-rtx-4050-mo.jpg,True,mytek,Tunisia,2026-01-02T16:15:40.281789,,RTX 4050,,,,[V3607VU-RP196W],"Écran 16"" WUXGA, 144Hz - Processeur: Intel Core 5 210H (Up to 4.8 GHz Turbo max, 12 Mo de mémoire cache, Octa-Core) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 16 Go DDR5 - Disque Dur: 512Go SSD - Carte G..."
67413,PC Portable Gamer LENOVO LOQ 15IRX9 i7 13ème Gén 16G RTX 3050,,TND,,0.0,LENOVO,https://www.mytek.tn/pc-portable-gamer-lenovo-loq-15irx9-i7-13eme-gen-16g-rtx-3050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-lenovo-loq-15irx9-i7-13eme-gen-16g-rtx-3050_1.jpg,True,mytek,Tunisia,2026-01-02T16:15:40.282788,,RTX 3050,,,,[83DV01BBFG],"Écran 15.6"" Full HD IPS, 144Hz - Processeur: Intel Core i7-13650HX (Up to 4.90 GHz Turbo max , 24 Mo de mémoire cache, 14-Cores) - Système d'exploitation: FreeDos - Mémoire RAM: 16Go DDR5 - Disque Dur: 512Go SSD - Carte ..."
67813,PC Portable LENOVO ThinkPad E16 Gen 3 Ultra 5 225U 8G 512Go SSD - Noir,,TND,,0.0,LENOVO,https://www.mytek.tn/pc-portable-lenovo-thinkpad-e16-gen-3-ultra-5-225u-8g-512go-ssd-noir.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-thinkpad-e16-gen-3-ultra-5-225u-8g-512go-ssd-noir.jpg,True,mytek,Tunisia,2026-01-02T16:15:40.283788,,,512.0,512Go,,[21SR005CFE],"Écran 16"" WUXGA, IPS - Processeur: Intel Core Ultra 5 225U (Up to 4,8 GHz Turbo max, 12 Mo de mémoire cache, 12-Cores) - Systéme d'exploitation: FreeDos - Mémoire: 8Go DDR5 - Disque dur: 512Go SSD - Carte graphique: Inte..."
66343,PC Portable LENOVO ThinkPad E14 Gen 7 Ultra 5 225U 24Go 512Go SSD - Noir,,TND,,0.0,LENOVO,https://www.mytek.tn/pc-portable-lenovo-thinkpad-e14-gen-7-ultra-5-225u-24go-512go-ssd-noir.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-thinkpad-e14-gen-7-ultra-5-225u-24go-512go-ssd-noir.jpg,True,mytek,Tunisia,2026-01-02T16:15:40.284790,,,24.0,24Go,,[21SX001DFE-24G],"Ecran 14"" WUXGA, IPS - Processeur: Intel Core Ultra 5 225U (Up to 4,8 GHz Turbo max, 12 Mo de mémoire cache, 12-Cores) - Systéme d'exploitation: FreeDos - Mémoire: 24 Go DDR5 - Disque dur: 512 Go SSD - Carte graphique: I..."
54172,PC Portable DELL Latitude 5440 i5 13è Gén 8G 512Go SSD - Gris,,TND,,0.0,DELL,https://www.mytek.tn/pc-portable-dell-latitude-5440-i5-13e-gen-8g-512go-ssd-gris.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-latitude-5440-i5-13e-gen-8g-512go-ssd-gris.jpg,True,mytek,Tunisia,2026-01-02T16:15:40.285791,,,512.0,512Go,,[5440-I5-512SSD-1Y],"Écran 14"" FULL HD, IPS - Processeur: Intel Core i5-1335U (Up to 4,60 GHz Turbo max, 12 Mo de mémoire cache, 10 Coeurs) - Système d'exploitation: FreeDos - Mémoire RAM: 8 Go - Disque Dur: 512 Go SSD - Carte Graphique: Int..."
64275,PC Portable DELL Pro 14 Ultra 5 235U 16G 512Go SSD - Silver,,TND,,0.0,DELL,https://www.mytek.tn/pc-portable-dell-pro-14-ultra-5-235u-16g-512go-ssd-silver.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-pro-14-ultra-5-235u-16g-512go-ssd-silver-o.jpg,True,mytek,Tunisia,2026-01-02T16:15:40.286791,,,512.0,512Go,,[PC14250-U5-1Y],"Écran 14"" Full HD+,IPS - Processeur: Intel Core Ultra 5 235U (Up to 4,9 GHz Turbo max ,12Mo de mémoire cache, 12-Cores) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go - Disque dur: 512 Go SSD - Carte graphique: I..."
65586,PC Portable Gamer MSI Thin 15 B13UDX i7 13è Gén 24G RTX3050,,TND,,0.0,MSI,https://www.mytek.tn/pc-portable-gamer-msi-thin-15-b13udx-i7-13e-gen-24g-rtx3050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-msi-thin-15-b13udx-i7-13e-gen-24g-rtx3050.jpg,True,mytek,Tunisia,2026-01-02T16:15:40.287790,,,,,,[9S7-16R831-3257-24G],"Écran 15.6"" Full HD IPS, 144 Hz - Processeur: Intel Core i7-13620H (Up to 4.90 GHz Turbo max, 24 Mo de mémoire cache, 10-Cores) - Système d'exploitation: FreeDos - Mémoire RAM: 24 Go DDR4-3200 - Disque dur: 512Go SSD - C..."
49503,PC Portable HP ENVY x360 2-in-1 15-fe0002nk i5 13è Gén 8Go 512Go SSD - Silver,,TND,,0.0,HP,https://www.mytek.tn/pc-portable-hp-envy-x360-2-in-1-15-fe0002nk-i5-13e-gen-8go-512go-ssd-silver.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-envy-x360-2-in-1-15-fe0002nk-i5-13e-gen-8go-512go-ssd-silver.jpg,True,mytek,Tunisia,2026-01-02T16:15:40.288789,,,8.0,8Go,,[845G9EA],"Écran 15.6"" Full HD, IPS Tactile - Processeur: Intel Core i5-1335U (Up to 4.60 GHz Turbo max, 12 Mo de mémoire cache, 10-Cores) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 8 Go - Disque Dur: 512Go SSD - C..."
60296,PC Portable Gamer HP Victus 16-r1004nk i5 14è Gén 32Go RTX 3050,,TND,,0.0,HP,https://www.mytek.tn/pc-portable-gamer-hp-victus-16-r1004nk-i5-14e-gen-32go-rtx-3050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-hp-victus-16-r1004nk-i5-14e-gen-32go-rtx-3050-10dlld.jpg,True,mytek,Tunisia,2026-01-02T16:15:40.289790,,RTX 3050,32.0,32Go,,[AG2M2EA-32G],"PC Gaming HP Victus 16-r1004nk - Écran 16.1'' Full HD, IPS 144 Hz - Processeur: Intel Core i5 14450HX (Up to 4.8 GHz Turbo max, 20 Mo de mémoire cache, 10-Cores) - Système d'exploitation: Windows 11 Famille - Mémoire RAM..."
58436,PC Portable Gamer ASUS V16 V3607VU Intel Core 5 210H 16Go RTX 4050,,TND,,0.0,ASUS,https://www.mytek.tn/pc-portable-gamer-asus-v16-v3607vu-intel-core-5-210h-16go-rtx-4050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-asus-v16-v3607vu-intel-core-5-210h-16go-rtx-4050-mo.jpg,True,mytek,Tunisia,2026-01-02T16:15:57.494938,,RTX 4050,16.0,16Go,,[V3607VU-RP209-16G],"Écran 16"" WUXGA, 144Hz - Processeur: Intel Core 5 210H (Up to 4.8 GHz Turbo max, 12 Mo de mémoire cache, Octa-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go DDR5 - Disque Dur: 512Go SSD - Carte Graphique: N..."
64043,PC Portable ASUS ExpertBook P5 Ultra 5 226V 16Go 512Go SSD - Gris,,TND,,0.0,ASUS,https://www.mytek.tn/pc-portable-asus-expertbook-p5-ultra-5-226v-16go-512go-ssd-gris.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-expertbook-p5-ultra-5-226v-16go-512go-ssd-gris-r.jpg,True,mytek,Tunisia,2026-01-02T16:15:57.495940,,,16.0,16Go,,[P5405CSA-NZ0410],"Écran 14"" WQXGA - Processeur: Intel Core Ultra 5 226V (2.1 GHz up to 4.5 GHz Turbo max, 8Mo de mémoire cache, Octa-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go LPDDR5X - Disque Dur: 512 Go SSD - Carte Gra..."
66430,PC Portable LENOVO ThinkPad E14 Gen 7 Ultra 5 225U 24G 512Go SSD - Noir,,TND,,0.0,LENOVO,https://www.mytek.tn/pc-portable-lenovo-thinkpad-e14-gen-7-ultra-5-225u-24g-512go-ssd-noir.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-thinkpad-e14-gen-7-ultra-5-225u-24g-512go-ssd-noir.jpg,True,mytek,Tunisia,2026-01-02T16:15:57.499941,,,512.0,512Go,,[21SX006EFE-24G],"Ecran 14"" WUXGA, IPS - Processeur: Intel Core Ultra 5 225U (Up to 4,8 GHz Turbo max, 12 Mo de mémoire cache, 12-Cores) - Systéme d'exploitation: FreeDos - Mémoire: 24 Go DDR5 - Disque dur: 512 Go SSD - Carte graphique: I..."
64018,PC Portable Gamer ASUS TUF Gaming A15 AMD RYZEN 7 24Go RTX 3050,,TND,,0.0,ASUS,https://www.mytek.tn/pc-portable-gamer-asus-tuf-gaming-a15-amd-ryzen-7-24go-rtx-3050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-asus-tuf-gaming-a15-amd-ryzen-7-24go-rtx-3050-mp.jpg,True,mytek,Tunisia,2026-01-02T16:15:57.503940,AMD RYZEN 7 24Go,RTX 3050,24.0,24Go,,[FA506NCR-HN028W-24G],"Écran 15.6"" Full HD, IPS 144Hz - Processeur: AMD Ryzen™ 7 7435HS (3.1 GHz up to 4.5 GHz Turbo max, 16 Mo de mémoire cache, Octa-Core) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 24 Go DDR5 - Disque Dur: 5..."
64740,PC Portable LENOVO ThinkPad E16 Gen 3 Intel Core 7 240H 16Go 512Go SSD - Noir,,TND,,0.0,LENOVO,https://www.mytek.tn/pc-portable-lenovo-thinkpad-e16-gen-3-intel-core-7-240h-16go-512go-ssd-noir.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-thinkpad-e16-gen-3-intel-core-7-240h-16go-512go-ssd-noir.jpg,True,mytek,Tunisia,2026-01-02T16:15:57.506938,,,16.0,16Go,,[21TF000YFE],"Écran 16"" WUXGA, IPS - Processeur: Intel Core 7 240H (Up to 5.2 GHz Turbo max, 24 Mo de mémoire cache, 10-Cores) - Systéme d'exploitation: FreeDos - Mémoire: 16 Go DDR5 - Disque dur: 512 Go SSD - Carte graphique: Intel® ..."
64350,PC Portable DELL Pro 16 Ultra 5 235U 16Go 512Go SSD - Silver,,TND,,0.0,DELL,https://www.mytek.tn/pc-portable-dell-pro-16-ultra-5-235u-16go-512go-ssd-silver.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-pro-16-ultra-5-235u-16go-512go-ssd-silver.jpg,True,mytek,Tunisia,2026-01-02T16:15:57.508938,,,16.0,16Go,,[PC16250-U5-3Y],"Écran 16"" Full HD+,IPS - Processeur: Intel Core Ultra 5 235U (Up to 4,9 GHz Turbo max ,12Mo de mémoire cache, 12-Cores) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go - Disque dur: 512 Go SSD - Carte graphique: I..."
67519,PC Portable DELL Pro 16 Ultra 7 255U 8Go 512Go SSD - Silver,,TND,,0.0,DELL,https://www.mytek.tn/pc-portable-dell-pro-16-ultra-7-255u-8go-512go-ssd-silver.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-pro-16-ultra-7-255u-8go-512go-ssd-silver.jpg,True,mytek,Tunisia,2026-01-02T16:15:57.510937,,,8.0,8Go,,[PC16250-U7],"Écran 16"" Full HD+,IPS - Processeur: Intel Core Ultra 7 255U (Up to 5,2 GHz Turbo max ,12Mo de mémoire cache, 12-Cores) - Système d'exploitation: FreeDos - Mémoire RAM: 8 Go - Disque dur: 512 Go SSD - Carte graphique: In..."
65615,PC Portable Gamer MSI Cyborg 15 A13VE i5 13è Gén 8Go RTX4050,,TND,,0.0,MSI,https://www.mytek.tn/pc-portable-gamer-msi-cyborg-15-a13ve-i5-13e-gen-8go-rtx4050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-msi-cyborg-15-a13ve-i5-13e-gen-8go-rtx4050-1a.jpg,True,mytek,Tunisia,2026-01-02T16:15:57.514937,,,8.0,8Go,,[BU-9S7-15K111-1494-W11P],"Écran 15.6"" Full HD IPS, 144 Hz - Processeur: Intel Core i5-13420H (Up to 4.60 GHz Turbo max, 12 Mo de mémoire cache, Octa-Core) - Système d'exploitation: Windows 11 Pro - Mémoire RAM: 8 Go DDR5-5200 - Disque dur: 512Go ..."
67081,PC Portable ASUS ExpertBook P3 PM3406 AMD Ryzen AI 7 32Go 512Go SSD - Gris,,TND,,0.0,ASUS,https://www.mytek.tn/pc-portable-asus-expertbook-p3-pm3406-amd-ryzen-ai-7-32go-512go-ssd-gris.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-asus-expertbook-p3-pm3406-amd-ryzen-ai-7-32go-512go-ssd-gris.jpg,True,mytek,Tunisia,2026-01-02T16:15:57.519939,,,32.0,32Go,,[PM3406CKA-LY0388-32G],"Écran 14'' WUXGA - Processeur: AMD Ryzen™ AI 7 350 (Up to 5 GHz Turbo max, 16 Mo Mémoire cache, Octa-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 32 Go DDR5 - Disque Dur: 512 Go SSD - Carte Graphique: AMD Radeo..."
66339,PC Portable LENOVO ThinkPad E14 Gen 7 Intel Core 7 240H 24Go 512Go SSD - Noir,,TND,,0.0,LENOVO,https://www.mytek.tn/pc-portable-lenovo-thinkpad-e14-gen-7-intel-core-7-240h-24go-512go-ssd-noir.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-thinkpad-e14-gen-7-intel-core-7-240h-24go-512go-ssd-noir.jpg,True,mytek,Tunisia,2026-01-02T16:15:57.526940,,,24.0,24Go,,[21T9000TFE-24G],"Ecran 14"" WUXGA, IPS - Processeur: Intel Core 7 240H (Up to 5.2 GHz Turbo max, 24 Mo de mémoire cache, 10-Cores) - Systéme d'exploitation: FreeDos - Mémoire: 24 Go DDR5 - Disque dur: 512 Go SSD - Carte graphique: Intel® ..."
67564,PC Portable DELL Pro 14 Ultra 7 255U 8Go 512Go SSD - Silver,,TND,,0.0,DELL,https://www.mytek.tn/pc-portable-dell-pro-14-ultra-7-255u-8go-512go-ssd-silver.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-pro-14-ultra-7-255u-8go-512go-ssd-silver.jpg,True,mytek,Tunisia,2026-01-02T16:15:57.533937,,,8.0,8Go,,[PC14250-U7],"Écran 14"" Full HD+,IPS - Processeur: Intel Core Ultra 7 255U (Up to 5,2 GHz Turbo max ,12Mo de mémoire cache, 12-Cores) - Système d'exploitation: FreeDos - Mémoire RAM: 8 Go - Disque dur: 512 Go SSD - Carte graphique: In..."
67652,PC Portable Gamer HP Victus 15-fb3007nk AMD RYZEN 7 24Go RTX 3050,,TND,,0.0,HP,https://www.mytek.tn/pc-portable-gamer-hp-victus-15-fb3007nk-amd-ryzen-7-24go-rtx-3050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-hp-victus-15-fb3007nk-amd-ryzen-7-24go-rtx-3050.jpg,True,mytek,Tunisia,2026-01-02T16:15:57.535938,AMD RYZEN 7 24Go,RTX 3050,24.0,24Go,,[C65BDEA-24G],"PC Gaming HP Victus 15-fb3007nk - Écran 15.6'' FULL HD IPS, 144 Hz - Processeur: AMD Ryzen™ 7 7445H (Up to 4.7 GHz Turbo max, 16 Mo de mémoire cache, Hexa-Core) - Système d'exploitation: Windows 11 Famille - Mémoire RAM:..."
65583,PC Portable Gamer MSI Thin 15 B13UDX i7 13è Gén 32G RTX3050,,TND,,0.0,MSI,https://www.mytek.tn/pc-portable-gamer-msi-thin-15-b13udx-i7-13e-gen-32g-rtx3050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-msi-thin-15-b13udx-i7-13e-gen-32g-rtx3050.jpg,True,mytek,Tunisia,2026-01-02T16:15:57.537944,,,,,,[9S7-16R831-3257-32G],"Écran 15.6"" Full HD IPS, 144 Hz - Processeur: Intel Core i7-13620H (Up to 4.90 GHz Turbo max, 24 Mo de mémoire cache, 10-Cores) - Système d'exploitation: FreeDos - Mémoire RAM: 32 Go DDR4-3200 - Disque dur: 512Go SSD - C..."
67996,PC Portable LENOVO ThinkPad E16 Gen 3 Ultra 5 225U 16G 512G SSD - Noir,,TND,,0.0,LENOVO,https://www.mytek.tn/pc-portable-lenovo-thinkpad-e16-gen-3-ultra-5-225u-16g-512g-ssd-noir.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-thinkpad-e16-gen-3-ultra-5-225u-16g-512g-ssd-noir.jpg,True,mytek,Tunisia,2026-01-02T16:15:57.539941,,,,,,[21SR005CFE-16G],"Écran 16"" WUXGA, IPS - Processeur: Intel Core Ultra 5 225U (Up to 4,8 GHz Turbo max, 12 Mo de mémoire cache, 12-Cores) - Systéme d'exploitation: FreeDos - Mémoire: 16Go DDR5 - Disque dur: 512Go SSD - Carte graphique: Int..."
56951,PC Portable DELL Latitude 5550 i5 13è Gén 8Go 512Go SSD - Gris,,TND,,0.0,DELL,https://www.mytek.tn/pc-portable-dell-latitude-5550-i5-13e-gen-8go-512go-ssd-gris.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-latitude-5550-i5-13e-gen-8go-512go-ssd-gris-1.jpg,True,mytek,Tunisia,2026-01-02T16:15:57.541940,,,8.0,8Go,,[LAT-5550-I5-3Y],"Écran 15.6"" Full HD, IPS - Processeur: Intel Core i5-1335U (Up to 4,60 GHz Turbo max ,12Mo de mémoire cache, 10-Cores) - Système d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR5 - Disque dur: 512 Go SSD - Carte graphique..."
64270,PC Portable DELL Pro 14 Ultra 5 235U 16Go 512Go SSD - Silver,,TND,,0.0,DELL,https://www.mytek.tn/pc-portable-dell-pro-14-ultra-5-235u-16go-512go-ssd-silver.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-pro-14-ultra-5-235u-16go-512go-ssd-silver-mt.jpg,True,mytek,Tunisia,2026-01-02T16:15:57.555944,,,16.0,16Go,,[PC14250-U5-3Y],"Écran 14"" Full HD+,IPS - Processeur: Intel Core Ultra 5 235U (Up to 4,9 GHz Turbo max ,12Mo de mémoire cache, 12-Cores) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go - Disque dur: 512 Go SSD - Carte graphique: I..."
67515,PC Portable DELL Pro 16 Plus Ultra 5 235U 8Go 512Go SSD - Gris,,TND,,0.0,DELL,https://www.mytek.tn/pc-portable-dell-pro-16-plus-ultra-5-235u-8go-512go-ssd-gris.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-pro-16-plus-ultra-5-235u-8go-512go-ssd-gris.jpg,True,mytek,Tunisia,2026-01-02T16:15:57.557940,,,8.0,8Go,,[PB16250-U5],"Écran 16"" Full HD+,IPS - Processeur: Intel Core Ultra 5 235U (Up to 4,9 GHz Turbo max ,12Mo de mémoire cache, 12-Cores) - Système d'exploitation: FreeDos - Mémoire RAM: 8 Go - Disque dur: 512 Go SSD - Carte graphique: In..."
67642,Pc Portable HP ProBook 460 G11 Ultra 7 155U 16Go 512Go SSD - Silver,,TND,,0.0,HP,https://www.mytek.tn/pc-portable-hp-probook-460-g11-ultra-7-155u-16go-512go-ssd-silver.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-probook-460-g11-ultra-7-155u-16go-512go-ssd-silver.jpg,True,mytek,Tunisia,2026-01-02T16:15:57.559939,,,16.0,16Go,,[A38FQET],"Ecran 16"" WUXGA, IPS - Processeur: Intel Core Ultra 7 155U (Up to 4.8 GHz Turbo max, 12 Mo de mémoire cache, 12-Cores) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go DDR5 - Disque Dur: 512 Go SSD - Carte Graphiqu..."
67590,PC Portable DELL Pro 14 Plus Ultra 5 235U 8Go 512Go SSD,,TND,,0.0,DELL,https://www.mytek.tn/pc-portable-dell-pro-14-plus-ultra-5-235u-8go-512go-ssd.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-pro-14-plus-ultra-5-235u-8go-512go-ssd.jpg,True,mytek,Tunisia,2026-01-02T16:15:57.562944,,,8.0,8Go,,[PB14250-U5],"Écran 14"" Full HD+,IPS - Processeur: Intel Core Ultra 5 235U (Up to 4,9 GHz Turbo max ,12Mo de mémoire cache, 12-Cores) - Système d'exploitation: FreeDos - Mémoire RAM: 8 Go - Disque dur: 512 Go SSD - Carte graphique: In..."
68147,PC Portable Gamer ASUS TUF Gaming F16 Intel Core 5 210H 8Go RTX 3050,,TND,,0.0,ASUS,https://www.mytek.tn/pc-portable-gamer-asus-tuf-gaming-f16-intel-core-5-210h-8go-rtx-3050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-asus-tuf-gaming-f16-intel-core-5-210h-8go-rtx-3050.jpg,True,mytek,Tunisia,2026-01-02T16:15:57.566940,,RTX 3050,8.0,8Go,,[FX607VJ-RL805W],"Écran 16"" Full HD+ WUXGA,IPS 144Hz - Processeur: Intel Core 5 210H (Up to 4.8 GHz Turbo max, 12 Mo de mémoire cache, Octa-Core) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 8 Go - Disque Dur: 512 Go SSD - ..."
65606,PC Portable Gamer MSI Cyborg 15 A13VE i5 13è Gén 16Go RTX 4050,,TND,,0.0,MSI,https://www.mytek.tn/pc-portable-gamer-msi-cyborg-15-a13ve-i5-13e-gen-16go-rtx-4050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-msi-cyborg-15-a13ve-i5-13e-gen-16go-rtx-4050-1a.jpg,True,mytek,Tunisia,2026-01-02T16:15:57.570948,,RTX 4050,16.0,16Go,,[9S7-15K111-1494-16G],"Écran 15.6"" Full HD IPS, 144 Hz - Processeur: Intel Core i5-13420H (Up to 4.60 GHz Turbo max, 12 Mo de mémoire cache, Octa-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go DDR5-5200 - Disque dur: 512Go SSD - ..."
64483,PC Portable LENOVO ThinkPad E14 Gen 7 Ultra 7 255H 16Go 512Go SSD - Noir,,TND,,0.0,LENOVO,https://www.mytek.tn/pc-portable-lenovo-thinkpad-e14-gen-7-ultra-7-255h-16go-512go-ssd-noir.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-thinkpad-e14-gen-7-ultra-7-255h-16go-512go-ssd-noir.jpg,True,mytek,Tunisia,2026-01-02T16:15:57.573958,,,16.0,16Go,,[21SX001VFE],"Ecran 14"" WUXGA, IPS - Processeur: Intel Core Ultra 7 255H (Up to 5.1 GHz Turbo max, 24 Mo de mémoire cache, 16-Cores) - Systéme d'exploitation: FreeDos - Mémoire: 16 Go DDR5 - Disque dur: 512 Go SSD - Carte graphique: I..."
65893,PC Portable Gamer DELL Alienware 16 Aurora Intel Core 5 210H 32Go RTX 3050,,TND,,0.0,DELL,https://www.mytek.tn/pc-portable-gamer-dell-alienware-16-aurora-intel-core-5-210h-32go-rtx-3050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-dell-alienware-16-aurora-intel-core-5-210h-32go-rtx-3050.jpg,True,mytek,Tunisia,2026-01-02T16:15:57.575943,,RTX 3050,32.0,32Go,,[AC16250-C5-3050-32G],"Écran 16"" WQXGA, 120 Hz - Processeur: Intel Core 5 210H (Up to  4.8 GHz Turbo max, 12 Mo de mémoire cache, Octa-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 32 Go DDR5- Disque Dur: 512 Go SSD - Carte Graphique:..."
58441,PC Portable Gamer ASUS V16 V3607VU Intel Core 5 210H 24Go RTX 4050,,TND,,0.0,ASUS,https://www.mytek.tn/pc-portable-gamer-asus-v16-v3607vu-intel-core-5-210h-24go-rtx-4050.html,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-gamer-asus-v16-v3607vu-intel-core-5-210h-24go-rtx-4050-mo.jpg,True,mytek,Tunisia,2026-01-02T16:15:57.576938,,RTX 4050,24.0,24Go,,[V3607VU-RP209-24G],"Écran 16"" WUXGA, 144Hz - Processeur: Intel Core 5 210H (Up to 4.8 GHz Turbo max, 12 Mo de mémoire cache, Octa-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 24 Go DDR5 - Disque Dur: 512Go SSD - Carte Graphique: N..."
